Ensembl ID;Gene;Chromosome_scaffold;Transcript start;Transcript end
ENSMUST00000081713;Ncoa2;1;13139105;13372439
ENSMUST00000040381;Ncoa5;2;165000357;165034867
ENSMUST00000043126;Ncoa6;2;155390656;155440783
ENSMUST00000101066;Ncor1;11;62316426;62438515
ENSMUST00000069456;Ncor1;11;62401383;62457323
ENSMUST00000159315;Ncor1;11;62317601;62321221
ENSMUST00000155712;Ncor1;11;62316690;62378517
ENSMUST00000115795;Nde1;16;14163345;14192918
ENSMUST00000023359;Nde1;16;14163275;14192928
ENSMUST00000025293;Ndfip1;18;38418969;38464839
ENSMUST00000181969;Ndfip2;14;105258573;105309298
ENSMUST00000138283;Ndfip2;14;105258753;105308871
ENSMUST00000100329;Ndor1;2;25244821;25255383
ENSMUST00000072298;Ndrg3;2;156927345;156992056
ENSMUST00000169273;Ndst1;18;60685978;60713389
ENSMUST00000110802;Ndufaf1;2;119655446;119662821
ENSMUST00000163558;Ndufaf2;13;108052589;108158623
ENSMUST00000044825;Ndufaf5;2;140170649;140203689
ENSMUST00000024887;Ndufaf7;17;78937136;78947499
ENSMUST00000171415;Ndufb8;19;44548572;44555426
ENSMUST00000163516;Nedd4l;18;64889029;65217828
ENSMUST00000010520;Nedd8;14;55662263;55672124
ENSMUST00000190245;Neil1;9;57142800;57148127
ENSMUST00000050171;Nek4;14;30951458;30987414
ENSMUST00000040992;Nek9;12;85299514;85339362
ENSMUST00000030993;Nelfa;5;33897916;33936413
ENSMUST00000059849;Nelfb;2;25199712;25211489
ENSMUST00000109075;Nelfcd;2;174415804;174427502
ENSMUST00000173357;Nelfe;17;34850398;34856254
ENSMUST00000165953;Nelfe;17;34850408;34856372
ENSMUST00000048788;Nepro;16;44724301;44737284
ENSMUST00000132183;Neurl4;11;69911036;69913152
ENSMUST00000061837;Neurl4;11;69901891;69913820
ENSMUST00000109910;Nf2;11;4765845;4849536
ENSMUST00000075671;Nfatc2ip;7;126382854;126396737
ENSMUST00000109308;Nfatc3;8;106059633;106130537
ENSMUST00000048994;Nfkbil1;17;35220175;35235792
ENSMUST00000029147;Nfs1;2;156123639;156144186
ENSMUST00000117583;Nfu1;6;87009836;87028459
ENSMUST00000030133;Nfx1;4;40970906;41013871
ENSMUST00000098143;Nfx1;4;40970906;41025993
ENSMUST00000091614;Nfx1;4;40970906;41012608
ENSMUST00000130911;Nfyb;10;82748701;82764144
ENSMUST00000022815;Ngdn;14;55015454;55024137
ENSMUST00000022310;Ngly1;14;16249280;16311926
ENSMUST00000117989;Ngrn;7;80261215;80265374
ENSMUST00000152855;Nhej1;1;74967139;75046639
ENSMUST00000071423;Nhlrc2;19;56548261;56603503
ENSMUST00000087521;Nif3l1;1;58445151;58463456
ENSMUST00000171597;Nif3l1;1;58447631;58462266
ENSMUST00000027626;Nifk;1;118321839;118333822
ENSMUST00000034392;Nip7;8;107056877;107060931
ENSMUST00000015391;Nipsnap3b;4;53011880;53022060
ENSMUST00000168206;Nisch;14;31170930;31191530
ENSMUST00000172142;Nisch;14;31183313;31206826
ENSMUST00000111295;Nit1;1;171342244;171345645
ENSMUST00000111289;Nit1;1;171340571;171345646
ENSMUST00000023432;Nit2;16;57156665;57167332
ENSMUST00000035112;Nktr;9;121719176;121756843
ENSMUST00000142739;Nlk;11;78567168;78697373
ENSMUST00000029358;Nmd3;3;69721985;69756373
ENSMUST00000021314;Nmt1;11;103028346;103068912
ENSMUST00000081932;Nmt2;2;3284212;3328877
ENSMUST00000047860;Noa1;5;77294182;77310084
ENSMUST00000003946;Nob1;8;107412489;107425049
ENSMUST00000025963;Noc3l;19;38788128;38819237
ENSMUST00000046011;Nol10;12;17348458;17430095
ENSMUST00000041164;Nol12;15;78934995;78940864
ENSMUST00000138880;Nol12;15;78934933;78943638
ENSMUST00000030138;Nol6;4;41114427;41124455
ENSMUST00000071926;Nol7;13;43398390;43402861
ENSMUST00000165017;Nolc1;19;46075863;46085528
ENSMUST00000001611;Nom1;5;29434664;29457843
ENSMUST00000041364;Nop14;5;34638536;34660148
ENSMUST00000026987;Nop16;13;54584185;54590090
ENSMUST00000044200;Nop2;6;125131909;125144753
ENSMUST00000103198;Nop56;2;130274430;130279313
ENSMUST00000019441;Nop9;14;55745693;55755500
ENSMUST00000003513;Nosip;7;45062456;45078210
ENSMUST00000001480;Npepps;11;97205844;97280638
ENSMUST00000044271;Nploc4;11;120380370;120437708
ENSMUST00000075641;Npm1;11;33152287;33163206
ENSMUST00000109354;Npm1;11;33154927;33163077
ENSMUST00000010201;Nprl2;9;107542226;107545706
ENSMUST00000105290;Nr2c1;10;94148023;94197211
ENSMUST00000095273;Nr2c2ap;8;70131347;70133739
ENSMUST00000029445;Nras;3;103058285;103067914
ENSMUST00000031034;Nrbp1;5;31240864;31251566
ENSMUST00000106644;Nrd1;4;109000770;109061161
ENSMUST00000021596;Nrde2;12;100125452;100159648
ENSMUST00000115211;Nrf1;6;30048002;30153180
ENSMUST00000073456;Nsa2;13;97129424;97137937
ENSMUST00000099490;Nsd1;13;55209782;55318325
ENSMUST00000103075;Nsf;11;103821782;103954056
ENSMUST00000033006;Nsmce1;7;125467640;125491596
ENSMUST00000079703;Nsmce2;15;59374287;59601684
ENSMUST00000168722;Nsmce2;15;59374247;59539664
ENSMUST00000160289;Nsmce4a;7;130532526;130547381
ENSMUST00000109699;Nsun2;13;69612016;69634334
ENSMUST00000172239;Nt5c2;19;46887828;47015153
ENSMUST00000168536;Nt5c2;19;46886829;46962308
ENSMUST00000023362;Ntan1;16;13819251;13835451
ENSMUST00000047611;Nthl1;17;24632682;24638837
ENSMUST00000068825;Nub1;5;24685824;24710378
ENSMUST00000044252;Nubp2;17;24882612;24886348
ENSMUST00000211765;Nucb1;7;45490458;45510406
ENSMUST00000033096;Nucb1;7;45493108;45510326
ENSMUST00000062264;Nucks1;1;131910556;131936321
ENSMUST00000030665;Nudc;4;133532542;133545996
ENSMUST00000066496;Nudcd3;11;6105691;6200415
ENSMUST00000022343;Nudt13;14;20294722;20317578
ENSMUST00000050881;Nudt16l1;16;4939122;4941016
ENSMUST00000089049;Nudt18;14;70577637;70582571
ENSMUST00000040962;Nudt19;7;35547185;35556304
ENSMUST00000030154;Nudt2;4;41465151;41480926
ENSMUST00000034204;Nudt21;8;94015496;94037031
ENSMUST00000025050;Nudt3;17;27579382;27623495
ENSMUST00000179748;Nudt5;2;5845034;5868736
ENSMUST00000026927;Nudt5;2;5845019;5871895
ENSMUST00000031250;Nudt9;5;104046869;104065379
ENSMUST00000022586;Nufip1;14;76110891;76137379
ENSMUST00000100802;Nufip2;11;77686155;77712741
ENSMUST00000163183;Numa1;7;102001165;102014955
ENSMUST00000044795;Nup133;8;123897123;123949265
ENSMUST00000021803;Nup153;13;46679905;46727940
ENSMUST00000163765;Nup155;15;8109273;8161247
ENSMUST00000065398;Nup214;2;31974436;32052371
ENSMUST00000138012;Nup214;2;32033976;32053975
ENSMUST00000165443;Nup50;15;84923411;84942963
ENSMUST00000038514;Nup54;5;92415540;92435219
ENSMUST00000021085;Nup85;11;115564434;115583985
ENSMUST00000108530;Nup88;11;70943102;70969954
ENSMUST00000108531;Nup88;11;70943072;70969973
ENSMUST00000079961;Nup93;8;94214564;94314860
ENSMUST00000210682;Nup98;7;102119398;102210176
ENSMUST00000211005;Nup98;7;102144546;102209867
ENSMUST00000049887;Nupl2;5;24164963;24184013
ENSMUST00000023830;Nus1;10;52417547;52440183
ENSMUST00000027797;Nvl;1;181087138;181144204
ENSMUST00000010241;Nxf1;19;8757073;8770922
ENSMUST00000184970;Nxf1;19;8757107;8770907
ENSMUST00000047177;Nxt1;2;148672626;148676027
ENSMUST00000167180;Oard1;17;48410014;48417254
ENSMUST00000046651;Oard1;17;48410080;48417266
ENSMUST00000084500;Oat;7;132557478;132576398
ENSMUST00000180036;Oaz1;10;80826686;80829290
ENSMUST00000179620;Oaz1;10;80827712;80828977
ENSMUST00000110052;Ocel1;8;71371346;71379361
ENSMUST00000110051;Ocel1;8;71371298;71374382
ENSMUST00000031038;Ociad1;5;73292792;73314069
ENSMUST00000202250;Ociad1;5;73292807;73306780
ENSMUST00000049501;Ofd1;X;166390033;166440704
ENSMUST00000024470;Ogfod2;5;124112297;124115483
ENSMUST00000044475;Ogt;X;101640064;101684351
ENSMUST00000035780;Oma1;4;103313812;103366443
ENSMUST00000160597;Opa1;16;29579334;29654884
ENSMUST00000063976;Opa3;7;19228334;19247868
ENSMUST00000027198;Orc2;1;58462771;58505109
ENSMUST00000028098;Orc4;2;48902824;48949276
ENSMUST00000030872;Orc5;5;22486489;22550375
ENSMUST00000034132;Orc6;8;85299791;85308071
ENSMUST00000027266;Ormdl1;1;53297095;53310309
ENSMUST00000026409;Ormdl2;10;128817902;128821594
ENSMUST00000164259;Os9;10;127095652;127121131
ENSMUST00000080975;Os9;10;127095650;127121125
ENSMUST00000025590;Osbp;19;11965941;11994112
ENSMUST00000039733;Osbpl11;16;33185071;33243312
ENSMUST00000040668;Osbpl2;2;180119306;180162680
ENSMUST00000035497;Oscp1;4;126058565;126092195
ENSMUST00000132034;Ost4;5;30906518;30907725
ENSMUST00000132253;Ost4;5;30905885;30907788
ENSMUST00000043937;Ostc;3;130695912;130709444
ENSMUST00000040718;Ostm1;10;42678916;42702459
ENSMUST00000025679;Otub1;19;7198202;7206316
ENSMUST00000097830;Otud3;4;138895379;138913945
ENSMUST00000173286;Otud4;8;79639704;79677672
ENSMUST00000173078;Otud4;8;79639618;79677724
ENSMUST00000059662;Otulin;15;27605919;27630693
ENSMUST00000000985;Oxa1l;14;54360841;54369673
ENSMUST00000110690;Oxct1;15;4026383;4155344
ENSMUST00000040853;Oxsr1;9;119238432;119322427
ENSMUST00000026122;P4hb;11;120560298;120573253
ENSMUST00000026425;Pa2g4;10;128557766;128565934
ENSMUST00000001809;Pabpc1;15;36595661;36608973
ENSMUST00000172557;Pabpn1;14;54894618;54898134
ENSMUST00000116476;Pabpn1;14;54894148;54898156
ENSMUST00000140691;Pabpn1;14;54892500;54897183
ENSMUST00000025786;Pacs1;19;5133158;5273119
ENSMUST00000171436;Pacsin2;15;83375607;83464606
ENSMUST00000003529;Paf1;7;28392951;28399388
ENSMUST00000102520;Pafah1b1;11;74673950;74723858
ENSMUST00000021091;Pafah1b1;11;74673949;74724670
ENSMUST00000172450;Pafah1b2;9;45962859;45985051
ENSMUST00000109203;Paip1;13;119428601;119457391
ENSMUST00000026520;Paip1;13;119428922;119458218
ENSMUST00000046951;Pak1ip1;13;41001023;41013015
ENSMUST00000023467;Pak2;16;32016290;32079342
ENSMUST00000005825;Pan2;10;128303335;128321353
ENSMUST00000026537;Paox;7;140125657;140137224
ENSMUST00000097967;Paox;7;140125708;140134334
ENSMUST00000020513;Papolg;11;23862646;23895253
ENSMUST00000029666;Papss1;3;131564768;131643671
ENSMUST00000030805;Park7;4;150897133;150909926
ENSMUST00000048642;Parl;16;20279820;20302387
ENSMUST00000058884;Parn;16;13537960;13668170
ENSMUST00000027777;Parp1;1;180568929;180601254
ENSMUST00000036126;Parp2;14;50807841;50821301
ENSMUST00000026267;Parp6;9;59617284;59650285
ENSMUST00000050483;Parp6;9;59617286;59650269
ENSMUST00000061618;Patl1;19;11912399;11945091
ENSMUST00000002291;Paxip1;5;27740080;27791550
ENSMUST00000033577;Pbdc1;X;105079756;105085186
ENSMUST00000038149;Pbx2;17;34592263;34597400
ENSMUST00000173328;Pbx2;17;34591266;34596607
ENSMUST00000053015;Pcbp1;6;86524492;86526321
ENSMUST00000108838;Pcbp2;15;102470785;102500059
ENSMUST00000078404;Pcbp2;15;102472737;102500061
ENSMUST00000077037;Pcbp2;15;102470550;102500061
ENSMUST00000119954;Pcf11;7;92643543;92669934
ENSMUST00000208255;Pcf11;7;92668184;92669903
ENSMUST00000046975;Pcgf3;5;108461232;108506976
ENSMUST00000041643;Pcif1;2;164879365;164894454
ENSMUST00000163085;Pcmt1;10;7637730;7663261
ENSMUST00000159917;Pcmt1;10;7629381;7663303
ENSMUST00000029116;Pcmtd2;2;181837854;181857461
ENSMUST00000001179;Pcnt;10;76351267;76442726
ENSMUST00000021567;Pcnx;12;81860030;82000924
ENSMUST00000044352;Pcnx4;12;72536383;72580119
ENSMUST00000039059;Pcsk7;9;45906497;45929712
ENSMUST00000032065;Pcyox1;6;86386006;86397154
ENSMUST00000079791;Pcyt1a;16;32430924;32475070
ENSMUST00000031627;Pdap1;5;145128769;145140238
ENSMUST00000161137;Pdcd10;3;75516490;75556856
ENSMUST00000072141;Pdcd11;19;47090768;47131865
ENSMUST00000002710;Pdcd2l;7;34184499;34196661
ENSMUST00000022060;Pdcd6;13;74303509;74317321
ENSMUST00000035086;Pdcd6ip;9;113651744;113708259
ENSMUST00000111861;Pdcd6ip;9;113654472;113708244
ENSMUST00000048184;Pdcd7;9;65346104;65359643
ENSMUST00000194552;Pdcl3;1;38987865;38995807
ENSMUST00000027247;Pdcl3;1;38985608;38997238
ENSMUST00000168438;Pde4dip;3;97689824;97888707
ENSMUST00000045243;Pde4dip;3;97738854;97768009
ENSMUST00000099195;Pde7a;3;19223108;19311322
ENSMUST00000028683;Pdia3;2;121413775;121438687
ENSMUST00000077290;Pdia4;6;47796141;47813430
ENSMUST00000057288;Pdia6;12;17266545;17284770
ENSMUST00000102927;Pdpk1;17;24073680;24141595
ENSMUST00000028972;Pdrg1;2;153008890;153015427
ENSMUST00000202648;Pds5a;5;65607770;65620600
ENSMUST00000201948;Pds5a;5;65605721;65698168
ENSMUST00000016569;Pds5b;5;150673739;150810690
ENSMUST00000015812;Pdzd11;X;100622886;100626568
ENSMUST00000059099;Pdzd11;X;100622908;100625935
ENSMUST00000099274;Pdzd8;19;59297178;59345780
ENSMUST00000019065;Pelp1;11;70392883;70410028
ENSMUST00000020705;Pes1;11;3963975;3980004
ENSMUST00000103180;Pex10;4;155067016;155072433
ENSMUST00000020523;Pex13;11;23646479;23665959
ENSMUST00000103217;Pex14;4;148960535;149099876
ENSMUST00000075895;Pex19;1;172126755;172135283
ENSMUST00000111252;Pex19;1;172126762;172136493
ENSMUST00000195855;Pex2;3;5560500;5576145
ENSMUST00000059021;Pex2;3;5560500;5576239
ENSMUST00000164828;Pex2;3;5560188;5576150
ENSMUST00000019945;Pex3;10;13524116;13553139
ENSMUST00000020182;Pex7;10;19853900;19907689
ENSMUST00000025204;Pfdn1;18;36403676;36454524
ENSMUST00000135941;Pfdn2;1;171345670;171359254
ENSMUST00000006579;Pfdn2;1;171345730;171358402
ENSMUST00000138703;Pfkp;13;6579768;6648777
ENSMUST00000021614;Pfkp;13;6581182;6648725
ENSMUST00000112505;Pgam5;5;110259130;110269913
ENSMUST00000059229;Pgam5;5;110259155;110269887
ENSMUST00000058351;Pgm1;4;99929414;99987294
ENSMUST00000053024;Pgp;17;24470392;24473110
ENSMUST00000058578;Pgrmc2;3;41066326;41083046
ENSMUST00000008445;Phax;18;56572822;56587712
ENSMUST00000130163;Phax;18;56562443;56587189
ENSMUST00000004375;Phb2;6;124712336;124716950
ENSMUST00000168645;Phc3;3;30899371;30969401
ENSMUST00000049167;Phf12;11;77982802;78030539
ENSMUST00000090632;Phf14;6;11925915;12008081
ENSMUST00000115511;Phf14;6;11925916;12081205
ENSMUST00000035540;Phf2;13;48801750;48871119
ENSMUST00000135814;Phf23;11;69997109;70000006
ENSMUST00000101526;Phf23;11;69995876;70000009
ENSMUST00000023117;Phf5a;15;81864520;81871911
ENSMUST00000033086;Phkg2;7;127573404;127583307
ENSMUST00000028494;Phospho2;2;69789636;69797223
ENSMUST00000142572;Phrf1;7;141259190;141262750
ENSMUST00000118174;Phtf2;5;20758663;20882124
ENSMUST00000125476;Pi4kb;3;94976117;95006781
ENSMUST00000072287;Pi4kb;3;94974731;95006843
ENSMUST00000098651;Pias1;9;62878368;62980879
ENSMUST00000114776;Pias2;18;77065690;77146937
ENSMUST00000028021;Pigc;1;161969188;161972330
ENSMUST00000024957;Pigf;17;86997256;87025406
ENSMUST00000119014;Pigg;5;108312609;108349355
ENSMUST00000072154;Pigh;12;79080664;79089651
ENSMUST00000159899;Pigk;3;152714100;152789026
ENSMUST00000052455;Pigm;1;172376546;172384099
ENSMUST00000067481;Pigo;4;43017635;43025819
ENSMUST00000113906;Pigp;16;94364447;94370712
ENSMUST00000048073;Pigs;11;78328415;78342782
ENSMUST00000103101;Pigt;2;164497520;164508301
ENSMUST00000077626;Pigu;2;155278243;155357430
ENSMUST00000062118;Pigv;4;133660387;133672647
ENSMUST00000067902;Pigv;4;133662254;133672647
ENSMUST00000067058;Pigw;11;84876315;84880195
ENSMUST00000210139;Pih1d1;7;45154303;45160065
ENSMUST00000211414;Pih1d1;7;45155987;45156789
ENSMUST00000085375;Pih1d1;7;45154314;45160064
ENSMUST00000029201;Pik3ca;3;32436151;32468486
ENSMUST00000055518;Pik3r1;13;101680563;101768217
ENSMUST00000065778;Pik3r4;9;105643170;105687657
ENSMUST00000034689;Pin1;9;20652095;20666584
ENSMUST00000022528;Pinx1;14;63860364;63919855
ENSMUST00000018691;Pip4k2b;11;97715157;97744704
ENSMUST00000013970;Pip4k2c;10;127197067;127211555
ENSMUST00000163075;Pip5k1c;10;81292963;81319972
ENSMUST00000045469;Pip5k1c;10;81293005;81319973
ENSMUST00000105851;Pithd1;4;135975460;135987264
ENSMUST00000143219;Pitpna;11;75588097;75628804
ENSMUST00000179445;Pitpna;11;75588119;75626730
ENSMUST00000086635;Pitpnb;5;111330763;111388359
ENSMUST00000200298;Pitpnb;5;111330807;111388359
ENSMUST00000021611;Pitrm1;13;6548149;6580042
ENSMUST00000172733;Pja2;17;64281020;64331865
ENSMUST00000035565;Pkd1;17;24549950;24596508
ENSMUST00000166977;Pla2g6;15;79286228;79328176
ENSMUST00000174021;Pla2g6;15;79286228;79327964
ENSMUST00000107107;Plaa;4;94569167;94603244
ENSMUST00000111920;Plekha3;2;76675281;76696828
ENSMUST00000156687;Plekhb2;1;34849976;34873956
ENSMUST00000027297;Plekhb2;1;34849992;34879580
ENSMUST00000036805;Plekhj1;10;80796099;80798626
ENSMUST00000105571;Plekhn1;4;156221662;156228542
ENSMUST00000105569;Plekhn1;4;156229044;156234857
ENSMUST00000143467;Plgrkt;19;29348599;29361970
ENSMUST00000155367;Plgrkt;19;29351034;29361407
ENSMUST00000150268;Plrg1;3;83055522;83072355
ENSMUST00000108632;Plscr3;11;69846376;69851036
ENSMUST00000019605;Plscr3;11;69846676;69851043
ENSMUST00000108633;Plscr3;11;69846617;69852058
ENSMUST00000023396;Pmm2;16;8637674;8657531
ENSMUST00000076431;Pmpca;2;26389339;26397122
ENSMUST00000030882;Pmpcb;5;21737141;21757152
ENSMUST00000020317;Pno1;11;17203198;17211568
ENSMUST00000020756;Pnpt1;11;29130748;29161828
ENSMUST00000030436;Pnrc2;4;135870918;135873850
ENSMUST00000159990;Poc1b;10;99107103;99198074
ENSMUST00000099295;Poc5;13;96388294;96417737
ENSMUST00000049863;Pofut1;2;153241533;153270247
ENSMUST00000131487;Pogk;1;166392228;166409391
ENSMUST00000036210;Poglut1;16;38525137;38550258
ENSMUST00000033938;Polb;8;22628126;22653418
ENSMUST00000102922;Pold2;11;5872180;5878292
ENSMUST00000032969;Pold3;7;100082111;100121565
ENSMUST00000030091;Pole3;4;62522649;62525068
ENSMUST00000095786;Pole4;6;82646701;82652929
ENSMUST00000073889;Polg;7;79446231;79466362
ENSMUST00000026239;Poll;19;45552275;45560531
ENSMUST00000055296;Polr1a;6;71909061;71982475
ENSMUST00000103205;Polr1b;2;129100995;129126594
ENSMUST00000087026;Polr1c;17;46243920;46248054
ENSMUST00000050970;Polr1d;5;147077050;147079086
ENSMUST00000110557;Polr1d;5;147077346;147111361
ENSMUST00000031167;Polr2b;5;77310147;77349324
ENSMUST00000109521;Polr2c;8;94857450;94864242
ENSMUST00000004786;Polr2e;10;80035949;80039795
ENSMUST00000096261;Polr2g;19;8793127;8798577
ENSMUST00000021405;Polr2h;16;20717665;20722267
ENSMUST00000041366;Polr2j;5;136116631;136122947
ENSMUST00000180159;Polr2k;15;36174010;36177007
ENSMUST00000034720;Polr2m;9;71478437;71485935
ENSMUST00000026322;Polr3a;14;24448696;24487052
ENSMUST00000077175;Polr3b;10;84622292;84727178
ENSMUST00000029741;Polr3c;3;96711490;96727628
ENSMUST00000033173;Polr3e;7;120917784;120947432
ENSMUST00000106483;Polr3e;7;120917771;120946249
ENSMUST00000028914;Polr3f;2;144527718;144541995
ENSMUST00000091924;Polr3gl;3;96577872;96594181
ENSMUST00000023113;Polr3h;15;81915029;81926240
ENSMUST00000111171;Pom121;5;135376141;135394546
ENSMUST00000061850;Pomk;8;25980604;25994133
ENSMUST00000031654;Pomp;5;147860461;147876456
ENSMUST00000201120;Pomp;5;147860653;147873063
ENSMUST00000201376;Pomp;5;147860628;147875521
ENSMUST00000037788;Pomt2;12;87106861;87147902
ENSMUST00000111035;Pop7;5;137501438;137502425
ENSMUST00000031728;Pop7;5;137501439;137502518
ENSMUST00000115330;Pot1a;6;25743737;25809226
ENSMUST00000184775;Pot1b;CHR_MG4222_MG3908_PATCH;55651923;55712550
ENSMUST00000086876;Pot1b;17;55651951;55712578
ENSMUST00000029644;Ppa2;3;133310110;133378078
ENSMUST00000068457;Pphln1;15;93398400;93491498
ENSMUST00000109256;Pphln1;15;93398350;93489308
ENSMUST00000049122;Pphln1;15;93398397;93491510
ENSMUST00000034947;Ppib;9;66060231;66066623
ENSMUST00000029382;Ppid;3;79591365;79603650
ENSMUST00000030404;Ppie;4;123127115;123139951
ENSMUST00000024802;Ppil1;17;29250803;29264186
ENSMUST00000023455;Ppil2;16;17086555;17111257
ENSMUST00000114348;Ppil3;1;58430994;58445434
ENSMUST00000112845;Ppip5k2;1;97706048;97770411
ENSMUST00000021514;Ppm1a;12;72761211;72799819
ENSMUST00000020835;Ppm1d;11;85311244;85347066
ENSMUST00000031032;Ppm1g;5;31202668;31220687
ENSMUST00000102528;Ppp1cc;5;122158278;122175273
ENSMUST00000040402;Ppp1r11;17;36948356;36951713
ENSMUST00000174711;Ppp1r11;17;36949290;36951741
ENSMUST00000045665;Ppp1r12b;1;134754658;134955940
ENSMUST00000052529;Ppp1r15b;1;133131143;133139783
ENSMUST00000058444;Ppp1r37;7;19530800;19563076
ENSMUST00000027494;Ppp1r7;1;93342854;93373489
ENSMUST00000030702;Ppp1r8;4;132826929;132843169
ENSMUST00000020608;Ppp2ca;11;52098681;52127778
ENSMUST00000009774;Ppp2cb;8;33599625;33619441
ENSMUST00000007708;Ppp2r1a;17;20945311;20965916
ENSMUST00000114437;Ppp2r1b;9;50856937;50881431
ENSMUST00000034560;Ppp2r1b;9;50856924;50894229
ENSMUST00000089230;Ppp2r2a;14;67014056;67072444
ENSMUST00000155672;Ppp2r2d;7;138846595;138883054
ENSMUST00000021410;Ppp2r3c;12;55278991;55302998
ENSMUST00000067976;Ppp2r5a;1;191351975;191397041
ENSMUST00000109832;Ppp2r5c;12;110485739;110583062
ENSMUST00000002839;Ppp2r5d;17;46682991;46705002
ENSMUST00000021447;Ppp2r5e;12;75450881;75596200
ENSMUST00000070198;Ppp3ca;3;136670124;136937727
ENSMUST00000022355;Ppp3cb;14;20500030;20546512
ENSMUST00000161445;Ppp3cb;14;20499868;20546547
ENSMUST00000159027;Ppp3cb;14;20499364;20546573
ENSMUST00000161989;Ppp3cb;14;20507671;20546440
ENSMUST00000102880;Ppp3r1;11;17159263;17200375
ENSMUST00000032936;Ppp4c;7;126785866;126792496
ENSMUST00000003183;Ppp5c;7;17004640;17027916
ENSMUST00000028087;Ppp6c;2;39194354;39226451
ENSMUST00000204368;Ppp6c;2;39199847;39226032
ENSMUST00000064099;Ppp6r1;7;4631495;4659019
ENSMUST00000088788;Ppp6r2;15;89253035;89286261
ENSMUST00000030412;Ppt1;4;122836242;122859078
ENSMUST00000053426;Pptc7;5;122284365;122324281
ENSMUST00000022226;Ppwd1;13;104205124;104228822
ENSMUST00000033497;Pqbp1;X;7894519;7899269
ENSMUST00000115655;Pqbp1;X;7894583;7898979
ENSMUST00000180614;Pramef8;CHR_MG4136_PATCH;143412987;143421091
ENSMUST00000005015;Prcc;3;87858903;87885608
ENSMUST00000105778;Prdm2;4;143107391;143212705
ENSMUST00000037646;Prdm4;10;85891970;85916926
ENSMUST00000026328;Prdx4;X;155323918;155338467
ENSMUST00000025904;Prdx5;19;6906706;6910106
ENSMUST00000149261;Prdx5;19;6906750;6908301
ENSMUST00000074840;Preb;5;30950853;30960361
ENSMUST00000202567;Preb;5;30955043;30960280
ENSMUST00000099858;Prep;10;45067203;45167198
ENSMUST00000072406;Prepl;17;85063470;85090221
ENSMUST00000051186;Prkaa1;15;5143861;5181899
ENSMUST00000045743;Prkab2;3;97658212;97673812
ENSMUST00000102515;Prkacb;3;146729574;146812960
ENSMUST00000168846;Prkag1;15;98812797;98831521
ENSMUST00000049527;Prkar1a;11;109650921;109669656
ENSMUST00000106677;Prkar1a;11;109649405;109669656
ENSMUST00000035220;Prkar2a;9;108692143;108750436
ENSMUST00000108249;Prkci;3;30995747;31052959
ENSMUST00000115331;Prkcsh;9;22003066;22014220
ENSMUST00000003493;Prkcsh;9;22003018;22014222
ENSMUST00000023352;Prkdc;16;15637889;15842235
ENSMUST00000002808;Prkra;2;76629898;76648015
ENSMUST00000151786;Prkrip1;5;136178127;136198963
ENSMUST00000095926;Prl8a1;13;27574432;27582171
ENSMUST00000032715;Prmt3;7;49778346;49858265
ENSMUST00000023873;Prmt5;14;54507187;54517525
ENSMUST00000071592;Prmt7;8;106210936;106252794
ENSMUST00000039900;Prorsd1;11;29512876;29515033
ENSMUST00000133103;Prorsd1;11;29511757;29515031
ENSMUST00000058577;Proser1;3;53463666;53481755
ENSMUST00000035721;Prpf18;2;4622058;4652086
ENSMUST00000025642;Prpf19;19;10895231;10905532
ENSMUST00000179297;Prpf19;19;10895414;10909559
ENSMUST00000008517;Prpf31;7;3629985;3642486
ENSMUST00000108636;Prpf31;7;3630557;3641229
ENSMUST00000079213;Prpf38a;4;108564870;108579336
ENSMUST00000120580;Prpf39;12;65036333;65063386
ENSMUST00000084524;Prpf4;4;62408797;62426990
ENSMUST00000139049;Prps1l3;12;57230412;57239882
ENSMUST00000106391;Prpsap1;11;116470845;116490348
ENSMUST00000106292;Prr14;7;127470371;127476759
ENSMUST00000120129;Prr14l;5;32789820;32854256
ENSMUST00000172429;Prr3;17;35972541;35978971
ENSMUST00000025490;Prrc1;18;57354741;57392956
ENSMUST00000025253;Prrc2a;17;35149076;35164897
ENSMUST00000174805;Prrc2a;17;35149088;35162969
ENSMUST00000036691;Prrc2b;2;32151082;32234537
ENSMUST00000183223;Prrc2c;1;162671785;162704766
ENSMUST00000101225;Psen1;12;83688563;83735199
ENSMUST00000071399;Psg16;7;17074040;17133450
ENSMUST00000049699;Pskh1;8;105900441;105931778
ENSMUST00000170836;Psma2;13;14613240;14627636
ENSMUST00000034848;Psma4;9;54950790;54958030
ENSMUST00000090569;Psma5;3;108256926;108279974
ENSMUST00000021412;Psma6;12;55398775;55418454
ENSMUST00000029082;Psma7;2;180036374;180042433
ENSMUST00000014913;Psmb1;17;15475021;15498298
ENSMUST00000030642;Psmb2;4;126677630;126709714
ENSMUST00000005923;Psmb4;3;94884093;94886961
ENSMUST00000018430;Psmb6;11;70525386;70527649
ENSMUST00000028083;Psmb7;2;38588036;38644087
ENSMUST00000021595;Psmc1;12;100110154;100123405
ENSMUST00000030769;Psmc2;5;21785283;21803787
ENSMUST00000067663;Psmc3;2;91054009;91059432
ENSMUST00000032824;Psmc4;7;28041707;28050101
ENSMUST00000021049;Psmc5;11;106256154;106263120
ENSMUST00000022380;Psmc6;14;45329788;45349705
